 ,Year,Month,Day,水日通量,沙日通量,,,
2017-6-26,2017,6,26,65404800,88296480,,,
2017-6-27,2017,6,27,69206400,105193728,,,
2017-6-28,2017,6,28,67305600,86151168,,,
2017-6-29,2017,6,29,66355200,90243072,,,
2017-6-30,2017,6,30,71107200,102394368,,,
2017-7-1,2017,7,1,66355200,85598208,,,
2017-7-2,2017,7,2,60048000,64251360,,,
2017-7-3,2017,7,3,55814400,66977280,,,
2017-7-4,2017,7,4,54172800,66632544,,,
2017-7-5,2017,7,5,51667200,58900608,,,
2017-7-6,2017,7,6,54172800,55797984,,,
2017-7-7,2017,7,7,55036800,68245632,,,
2017-7-8,2017,7,8,46656000,42690240,,,
2017-7-9,2017,7,9,44755200,39295065.6,,,
2017-7-10,2017,7,10,45360000,42320880,,,
2017-7-11,2017,7,11,42854400,33083596.8,,,
2017-7-12,2017,7,12,44928000,35672832,,,
2017-7-13,2017,7,13,38966400,31835548.8,,,
2017-7-14,2017,7,14,35078400,29921875.2,,,
2017-7-15,2017,7,15,33004800,19901894.4,,,
2017-7-16,2017,7,16,31795200,19172505.6,,,
2017-7-17,2017,7,17,31795200,19681228.8,,,
2017-7-18,2017,7,18,34387200,26203046.4,,,
2017-7-19,2017,7,19,39744000,36326016,,,
2017-7-20,2017,7,20,29980800,22065868.8,,,
2017-7-21,2017,7,21,28425600,17254339.2,,,
2017-7-22,2017,7,22,30585600,16607980.8,,,
2017-7-23,2017,7,23,31795200,17232998.4,,,
2017-7-24,2017,7,24,29980800,18558115.2,,,
2017-7-25,2017,7,25,29462400,21301315.2,,,
2017-7-26,2017,7,26,31795200,25436160,,,
2017-7-27,2017,7,27,33696000,19678464,,,
2017-7-28,2017,7,28,33696000,26249184,,,
2017-7-29,2017,7,29,33696000,28607904,,,
2017-7-30,2017,7,30,38966400,28445472,,,
2017-7-31,2017,7,31,38966400,31056220.8,,,
2017-8-1,2017,8,1,46828800,43316640,,,
2017-8-2,2017,8,2,49766400,48920371.2,,,
2017-8-3,2017,8,3,60307200,107949888,,,
2017-8-4,2017,8,4,56419200,63753696,,,
2017-8-5,2017,8,5,67910400,106619328,,,
2017-8-6,2017,8,6,64368000,67586400,,,
2017-8-7,2017,8,7,45360000,36877680,,,
2017-8-8,2017,8,8,37411200,31986576,,,
2017-8-9,2017,8,9,35078400,24204096,,,
2017-8-10,2017,8,10,35078400,21538137.6,,,
2017-8-11,2017,8,11,35078400,24414566.4,,,
2017-8-12,2017,8,12,35078400,20310393.6,,,
2017-8-13,2017,8,13,33955200,20169388.8,,,
2017-8-14,2017,8,14,34473600,19374163.2,,,
2017-8-15,2017,8,15,33955200,19965657.6,,,
2017-8-16,2017,8,16,33436800,20095516.8,,,
2017-8-17,2017,8,17,32832000,21931776,,,
2017-8-18,2017,8,18,30758400,19408550.4,,,
2017-8-19,2017,8,19,30758400,19654617.6,,,
2017-8-20,2017,8,20,27475200,15908140.8,,,
2017-8-21,2017,8,21,26092800,15838329.6,,,
2017-8-22,2017,8,22,26524800,17267644.8,,,
2017-8-23,2017,8,23,25228800,14708390.4,,,
2017-8-24,2017,8,24,24796800,10761811.2,,,
2017-8-25,2017,8,25,23932800,11751004.8,,,
2017-8-26,2017,8,26,24364800,11987481.6,,,
2017-8-27,2017,8,27,24796800,12844742.4,,,
2017-8-28,2017,8,28,24796800,13067913.6,,,
2017-8-29,2017,8,29,24796800,12274416,,,
2017-8-30,2017,8,30,24796800,17283369.6,,,
2017-8-31,2017,8,31,25228800,11882764.8,,,
2017-9-1,2017,9,1,23932800,11679206.4,,,
2017-9-2,2017,9,2,23155200,9609408,,,
2017-9-3,2017,9,3,23932800,13952822.4,,,
2017-9-4,2017,9,4,23932800,14742604.8,,,
2017-9-5,2017,9,5,23155200,10651392,,,
2017-9-6,2017,9,6,22291200,11792044.8,,,
2017-9-7,2017,9,7,22723200,9202896,,,
2017-9-8,2017,9,8,20044800,9080294.4,,,
2017-9-9,2017,9,9,19353600,9057484.8,,,
2017-9-10,2017,9,10,20044800,9541324.8,,,
2017-9-11,2017,9,11,21686400,11602224,,,
2017-9-12,2017,9,12,20736000,11363328,,,
2017-9-13,2017,9,13,23673600,12381292.8,,,
2017-9-14,2017,9,14,20304000,8121600,,,
2017-9-15,2017,9,15,19872000,8564832,,,
2017-9-16,2017,9,16,20304000,11187504,,,
2017-9-17,2017,9,17,24710400,9983001.6,,,
2017-9-18,2017,9,18,19008000,8154432,,,
2017-9-19,2017,9,19,18576000,9696672,,,
2017-9-20,2017,9,20,19440000,8573040,,,
2017-9-21,2017,9,21,20304000,9096192,,,
2017-9-22,2017,9,22,19440000,9700560,,,
2017-9-23,2017,9,23,19440000,9292320,,,
2017-9-24,2017,9,24,18576000,8340624,,,
2017-9-25,2017,9,25,19008000,7432128,,,
2017-9-26,2017,9,26,18576000,7969104,,,
2017-9-27,2017,9,27,19440000,7134480,,,
2017-9-28,2017,9,28,19440000,6298560,,,
2017-9-29,2017,9,29,19872000,7014816,,,
2017-9-30,2017,9,30,21772800,8186572.8,,,
2017-10-1,2017,10,1,19440000,9875520,,,
2017-10-2,2017,10,2,20822400,11514787.2,,,
2017-10-3,2017,10,3,21859200,10251964.8,,,
2017-10-4,2017,10,4,22377600,11792995.2,,,
2017-10-5,2017,10,5,23500800,12643430.4,,,
2017-10-6,2017,10,6,23500800,15322521.6,,,
2017-10-7,2017,10,7,20390400,12295411.2,,,
2017-10-8,2017,10,8,23241600,15688080,,,
2017-10-9,2017,10,9,26092800,22231065.6,,,
2017-10-10,2017,10,10,33523200,58665600,,,
2017-10-11,2017,10,11,45360000,73029600,,,
2017-10-12,2017,10,12,37627200,53054352,,,
2017-10-13,2017,10,13,34905600,49216896,,,
2017-10-14,2017,10,14,35683200,47101824,,,
2017-10-15,2017,10,15,36460800,37190016,,,
2017-10-16,2017,10,16,31276800,25646976,,,
2017-10-17,2017,10,17,31968000,27364608,,,
2017-10-18,2017,10,18,42163200,53125632,,,
2017-10-19,2017,10,19,43027200,58086720,,,
2017-10-20,2017,10,20,38793600,29871072,,,
2017-10-21,2017,10,21,34905600,28343347.2,,,
2017-10-22,2017,10,22,35683200,24407308.8,,,
2017-10-23,2017,10,23,37238400,28859760,,,
2017-10-24,2017,10,24,38016000,29576448,,,
2017-10-25,2017,10,25,36460800,35257593.6,,,
2017-10-26,2017,10,26,34214400,39004416,,,
2017-10-27,2017,10,27,37238400,41707008,,,
2017-10-28,2017,10,28,45619200,78465024,,,
2017-10-29,2017,10,29,50976000,79012800,,,
2017-10-30,2017,10,30,52272000,87294240,,,
2017-10-31,2017,10,31,50457600,64585728,,,
2017-11-1,2017,11,1,51840000,53913600,,,
2017-11-2,2017,11,2,36720000,39657600,,,
2017-11-3,2017,11,3,41212800,48631104,,,
2017-11-4,2017,11,4,41990400,43250112,,,
2017-11-5,2017,11,5,45964800,64350720,,,
2017-11-6,2017,11,6,49334400,74001600,,,
2017-11-7,2017,11,7,50284800,77941440,,,
2017-11-8,2017,11,8,45964800,62052480,,,
2017-11-9,2017,11,9,43545600,53996544,,,
2017-11-10,2017,11,10,38966400,47539008,,,
2017-11-11,2017,11,11,42768000,45547920,,,
2017-11-12,2017,11,12,42768000,35925120,,,
2017-11-13,2017,11,13,43545600,47900160,,,
2017-11-14,2017,11,14,49334400,54267840,,,
2017-11-15,2017,11,15,44409600,55512000,,,
2017-11-16,2017,11,16,53740800,75237120,,,
2017-11-17,2017,11,17,51148800,42095462.4,,,
2017-11-18,2017,11,18,46828800,37275724.8,,,
2017-11-19,2017,11,19,56332800,45854899.2,,,
2017-11-20,2017,11,20,52617600,73664640,,,
2017-11-21,2017,11,21,51321600,49012128,,,
2017-11-22,2017,11,22,42163200,32170521.6,,,
2017-11-23,2017,11,23,50630400,67338432,,,
2017-11-24,2017,11,24,64800000,53913600,,,
2017-11-25,2017,11,25,59011200,128054304,,,
2017-11-26,2017,11,26,59702400,136718496,,,
2017-11-27,2017,11,27,66787200,142256736,,,
2017-11-28,2017,11,28,65923200,131846400,,,
2017-11-29,2017,11,29,66787200,118881216,,,
2017-11-30,2017,11,30,63331200,157694688,,,
2017-12-1,2017,12,1,67651200,161009856,,,
2017-12-2,2017,12,2,67651200,156274272,,,
2017-12-3,2017,12,3,64022400,140209056,,,
2017-12-4,2017,12,4,68428800,138226176,,,
2017-12-5,2017,12,5,71366400,184838976,,,
2017-12-6,2017,12,6,77155200,269271648,,,
2017-12-7,2017,12,7,78710400,225898848,,,
2017-12-8,2017,12,8,78710400,256595904,,,
2017-12-9,2017,12,9,80265600,310627872,,,
2017-12-10,2017,12,10,74131200,103042368,,,
2017-12-11,2017,12,11,38188800,37768723.2,,,
2017-12-12,2017,12,12,43372800,53782272,,,
2017-12-13,2017,12,13,53222400,51466060.8,,,
2017-12-14,2017,12,14,36547200,33513782.4,,,
2017-12-15,2017,12,15,49334400,51307776,,,
2017-12-16,2017,12,16,45792000,49455360,,,
2017-12-17,2017,12,17,52012800,52532928,,,
2017-12-18,2017,12,18,49334400,31870022.4,,,
2017-12-19,2017,12,19,44928000,39401856,,,
2017-12-20,2017,12,20,49248000,51710400,,,
2017-12-21,2017,12,21,40867200,35758800,,,
2017-12-22,2017,12,22,38707200,31004467.2,,,
2017-12-23,2017,12,23,32313600,25721625.6,,,
2017-12-24,2017,12,24,38016000,25736832,,,
2017-12-25,2017,12,25,36115200,27339206.4,,,
2017-12-26,2017,12,26,31190400,22768992,,,
2017-12-27,2017,12,27,28598400,18159984,,,
2017-12-28,2017,12,28,28598400,19361116.8,,,
2017-12-29,2017,12,29,28080000,17493840,,,
2017-12-30,2017,12,30,28944000,19421424,,,
2017-12-31,2017,12,31,30024000,22037616,,,
2018-1-1,2018,1,1,29678400,18801266.4,,,
2018-1-2,2018,1,2,30153600,19328457.6,,,
2018-1-3,2018,1,3,28252800,18194803.2,,,
2018-1-4,2018,1,4,29548800,23284454.4,,,
2018-1-5,2018,1,5,31017600,21154003.2,,,
2018-1-6,2018,1,6,31622400,22325414.4,,,
2018-1-7,2018,1,7,32745600,38967264,,,
2018-1-8,2018,1,8,31536000,30716064,,,
2018-1-9,2018,1,9,32745600,22365244.8,,,
2018-1-10,2018,1,10,30758400,32296320,,,
2018-1-11,2018,1,11,29980800,21136464,,,
2018-1-12,2018,1,12,30412800,31021056,,,
2018-1-13,2018,1,13,31968000,26725248,,,
2018-1-14,2018,1,14,32745600,28030233.6,,,
2018-1-15,2018,1,15,34819200,33635347.2,,,
2018-1-16,2018,1,16,36547200,31247856,,,
2018-1-17,2018,1,17,38707200,30772224,,,
2018-1-18,2018,1,18,37411200,36363686.4,,,
2018-1-19,2018,1,19,41040000,38085120,,,
2018-1-20,2018,1,20,37843200,41249088,,,
2018-1-21,2018,1,21,38275200,24496128,,,
2018-1-22,2018,1,22,39139200,36712569.6,,,
2018-1-23,2018,1,23,35683200,27297648,,,
2018-1-24,2018,1,24,41904000,50703840,,,
2018-1-25,2018,1,25,39657600,35612524.8,,,
2018-1-26,2018,1,26,39657600,37079856,,,
2018-1-27,2018,1,27,40608000,36141120,,,
2018-1-28,2018,1,28,40089600,38686464,,,
2018-1-29,2018,1,29,40608000,31146336,,,
2018-1-30,2018,1,30,42508800,48034944,,,
2018-1-31,2018,1,31,41990400,48288960,,,
2018-2-1,2018,2,1,43459200,61712064,,,
2018-2-2,2018,2,2,38707200,52641792,,,
2018-2-3,2018,2,3,42940800,61834752,,,
2018-2-4,2018,2,4,48297600,78725088,,,
2018-2-5,2018,2,5,47260800,68528160,,,
2018-2-6,2018,2,6,51235200,84025728,,,
2018-2-7,2018,2,7,51667200,69750720,,,
2018-2-8,2018,2,8,51235200,88124544,,,
2018-2-9,2018,2,9,49766400,82612224,,,
2018-2-10,2018,2,10,39139200,55969056,,,
2018-2-11,2018,2,11,45014400,85527360,,,
2018-2-12,2018,2,12,45014400,99931968,,,
2018-2-13,2018,2,13,43113600,56909952,,,
2018-2-14,2018,2,14,40694400,66331872,,,
2018-2-15,2018,2,15,43113600,71137440,,,
2018-2-16,2018,2,16,38880000,60652800,,,
2018-2-17,2018,2,17,37411200,49008672,,,
2018-2-18,2018,2,18,47174400,80196480,,,
2018-2-19,2018,2,19,40521600,61998048,,,
2018-2-20,2018,2,20,38275200,49757760,,,
2018-2-21,2018,2,21,41472000,70087680,,,
2018-2-22,2018,2,22,41472000,61378560,,,
2018-2-23,2018,2,23,36979200,49552128,,,
2018-2-24,2018,2,24,34905600,44679168,,,
2018-2-25,2018,2,25,47606400,104258016,,,
2018-2-26,2018,2,26,48816000,101049120,,,
2018-2-27,2018,2,27,42854400,80994816,,,
2018-2-28,2018,2,28,49161600,86032800,,,
2018-3-1,2018,3,1,43804800,56508192,,,
2018-3-2,2018,3,2,46137600,55826496,,,
2018-3-3,2018,3,3,42768000,59447520,,,
2018-3-4,2018,3,4,44928000,95247360,,,
2018-3-5,2018,3,5,48643200,93394944,,,
2018-3-6,2018,3,6,50976000,119283840,,,
2018-3-7,2018,3,7,48643200,121121568,,,
2018-3-8,2018,3,8,45705600,100095264,,,
2018-3-9,2018,3,9,44928000,80421120,,,
2018-3-10,2018,3,10,45705600,85012416,,,
2018-3-11,2018,3,11,51494400,121526784,,,
2018-3-12,2018,3,12,52012800,160459488,,,
2018-3-13,2018,3,13,52531200,129752064,,,
2018-3-14,2018,3,14,51494400,110198016,,,
2018-3-15,2018,3,15,50976000,113676480,,,
2018-3-16,2018,3,16,54086400,142788096,,,
2018-3-17,2018,3,17,55123200,127334592,,,
2018-3-18,2018,3,18,57283200,120867552,,,
2018-3-19,2018,3,19,59529600,151800480,,,
2018-3-20,2018,3,20,60739200,181002816,,,
2018-3-21,2018,3,21,65404800,247230144,,,
2018-3-22,2018,3,22,72057600,286789248,,,
2018-3-23,2018,3,23,75168000,277369920,,,
2018-3-24,2018,3,24,78364800,332266752,,,
2018-3-25,2018,3,25,82684800,348929856,,,
2018-3-26,2018,3,26,83548800,338372640,,,
2018-3-27,2018,3,27,85276800,296763264,,,
2018-3-28,2018,3,28,83548800,264014208,,,
2018-3-29,2018,3,29,81820800,252008064,,,
2018-3-30,2018,3,30,81820800,242189568,,,
2018-3-31,2018,3,31,82684800,209192544,,,
2018-4-1,2018,4,1,83548800,264849696,,,
2018-4-2,2018,4,2,84412800,357910272,,,
2018-4-3,2018,4,3,84412800,307262592,,,
2018-4-4,2018,4,4,89856000,271365120,,,
2018-4-5,2018,4,5,98496000,417623040,,,
2018-4-6,2018,4,6,105408000,407928960,,,
2018-4-7,2018,4,7,104544000,442221120,,,
2018-4-8,2018,4,8,109728000,460857600,,,
2018-4-9,2018,4,9,108864000,388644480,,,
2018-4-10,2018,4,10,104544000,477766080,,,
2018-4-11,2018,4,11,104544000,358585920,,,
2018-4-12,2018,4,12,102816000,353687040,,,
2018-4-13,2018,4,13,100224000,270604800,,,
2018-4-14,2018,4,14,99360000,353721600,,,
2018-4-15,2018,4,15,100224000,288645120,,,
2018-4-16,2018,4,16,97632000,330972480,,,
2018-4-17,2018,4,17,94176000,253333440,,,
2018-4-18,2018,4,18,93312000,241678080,,,
2018-4-19,2018,4,19,90720000,220449600,,,
2018-4-20,2018,4,20,88992000,215360640,,,
2018-4-21,2018,4,21,80179200,161160192,,,
2018-4-22,2018,4,22,78278400,152642880,,,
2018-4-23,2018,4,23,85881600,177774912,,,
2018-4-24,2018,4,24,93312000,252875520,,,
2018-4-25,2018,4,25,102816000,336208320,,,
2018-4-26,2018,4,26,101952000,324207360,,,
2018-4-27,2018,4,27,102816000,229279680,,,
2018-4-28,2018,4,28,97632000,233340480,,,
2018-4-29,2018,4,29,91584000,191410560,,,
2018-4-30,2018,4,30,88992000,156625920,,,
2018-5-1,2018,5,1,93312000,181025280,,,
2018-5-2,2018,5,2,96768000,194503680,,,
2018-5-3,2018,5,3,97632000,213814080,,,
2018-5-4,2018,5,4,101088000,223404480,,,
2018-5-5,2018,5,5,101088000,223404480,,,
2018-5-6,2018,5,6,98064000,181908720,,,
2018-5-7,2018,5,7,96768000,259338240,,,
2018-5-8,2018,5,8,97632000,238222080,,,
2018-5-9,2018,5,9,101088000,240589440,,,
2018-5-10,2018,5,10,99360000,217598400,,,
2018-5-11,2018,5,11,99360000,229521600,,,
2018-5-12,2018,5,12,101088000,248676480,,,
2018-5-13,2018,5,13,103680000,278899200,,,
2018-5-14,2018,5,14,103680000,291340800,,,
2018-5-15,2018,5,15,104544000,291677760,,,
2018-5-16,2018,5,16,109728000,351129600,,,
2018-5-17,2018,5,17,114912000,290727360,,,
2018-5-18,2018,5,18,114912000,302218560,,,
2018-5-19,2018,5,19,117504000,354862080,,,
2018-5-20,2018,5,20,125280000,276868800,,,
2018-5-21,2018,5,21,128736000,346299840,,,
2018-5-22,2018,5,22,127872000,398960640,,,
2018-5-23,2018,5,23,115776000,412162560,,,
2018-5-24,2018,5,24,127008000,434367360,,,
2018-5-25,2018,5,25,135648000,363536640,,,
2018-5-26,2018,5,26,139104000,399228480,,,
2018-5-27,2018,5,27,140832000,460520640,,,
2018-5-28,2018,5,28,141696000,444925440,,,
2018-5-29,2018,5,29,146880000,472953600,,,
2018-5-30,2018,5,30,146880000,478828800,,,
2018-5-31,2018,5,31,151200000,412776000,,,
2018-6-1,2018,6,1,152064000,471398400,,,
2018-6-2,2018,6,2,143424000,400152960,,,
2018-6-3,2018,6,3,142560000,370656000,,,
2018-6-4,2018,6,4,140832000,453479040,,,
2018-6-5,2018,6,5,145152000,367234560,,,
2018-6-6,2018,6,6,142560000,372081600,,,
2018-6-7,2018,6,7,133920000,364262400,,,
2018-6-8,2018,6,8,129600000,361584000,,,
2018-6-9,2018,6,9,138240000,489369600,,,
2018-6-10,2018,6,10,140832000,392921280,,,
2018-6-11,2018,6,11,138240000,414720000,,,
2018-6-12,2018,6,12,142560000,406296000,,,
2018-6-13,2018,6,13,136512000,359026560,,,
2018-6-14,2018,6,14,134784000,324829440,,,
2018-6-15,2018,6,15,133920000,344174400,,,
2018-6-16,2018,6,16,134784000,338307840,,,
2018-6-17,2018,6,17,130464000,297457920,,,
2018-6-18,2018,6,18,128736000,315403200,,,
2018-6-19,2018,6,19,129600000,329184000,,,
2018-6-20,2018,6,20,132192000,331140960,,,
2018-6-21,2018,6,21,134784000,330220800,,,
2018-6-22,2018,6,22,130464000,332683200,,,
2018-6-23,2018,6,23,130464000,390087360,,,
2018-6-24,2018,6,24,134784000,345047040,,,
2018-6-25,2018,6,25,129600000,283824000,,,
2018-6-26,2018,6,26,133920000,342835200,,,
2018-6-27,2018,6,27,127872000,271088640,,,
2018-6-28,2018,6,28,127008000,289578240,,,
2018-6-29,2018,6,29,129600000,331776000,,,
2018-6-30,2018,6,30,131328000,286295040,,,
2018-7-1,2018,7,1,112320000,208915200,,,
2018-7-2,2018,7,2,99360000,172886400,,,
2018-7-3,2018,7,3,96768000,174182400,,,
2018-7-4,2018,7,4,110592000,222289920,,,
2018-7-5,2018,7,5,130464000,405090720,,,
2018-7-6,2018,7,6,248832000,1052144640,,,
2018-7-7,2018,7,7,251640000,905904000,,,
2018-7-8,2018,7,8,245088000,1148645760,,,
2018-7-9,2018,7,9,322560000,4542720000,,,
2018-7-10,2018,7,10,298656000,5694374400,,,
2018-7-11,2018,7,11,241632000,5783059200,,,
2018-7-12,2018,7,12,218592000,6062284800,,,
2018-7-13,2018,7,13,200016000,5360428800,,,
2018-7-14,2018,7,14,187488000,3974745600,,,
2018-7-15,2018,7,15,261792000,5078764800,,,
2018-7-16,2018,7,16,251424000,5305046400,,,
2018-7-17,2018,7,17,252864000,8791238400,,,
2018-7-18,2018,7,18,288576000,12913776000,,,
2018-7-19,2018,7,19,304992000,13795804800,,,
2018-7-20,2018,7,20,302832000,10599120000,,,
2018-7-21,2018,7,21,315792000,7294795200,,,
2018-7-22,2018,7,22,309744000,7217035200,,,
2018-7-23,2018,7,23,290304000,6372172800,,,
2018-7-24,2018,7,24,240192000,5980780800,,,
2018-7-25,2018,7,25,199152000,4361428800,,,
2018-7-26,2018,7,26,192672000,3872707200,,,
2018-7-27,2018,7,27,165024000,2978683200,,,
2018-7-28,2018,7,28,134784000,1994803200,,,
2018-7-29,2018,7,29,111456000,1129606560,,,
2018-7-30,2018,7,30,98496000,805204800,,,
2018-7-31,2018,7,31,93312000,857537280,,,
2018-8-1,2018,8,1,84931200,597915648,,,
2018-8-2,2018,8,2,78019200,504784224,,,
2018-8-3,2018,8,3,78796800,316763136,,,
2018-8-4,2018,8,4,84844800,262170432,,,
2018-8-5,2018,8,5,110160000,504532800,,,
2018-8-6,2018,8,6,114912000,661893120,,,
2018-8-7,2018,8,7,143424000,988191360,,,
2018-8-8,2018,8,8,156384000,1263582720,,,
2018-8-9,2018,8,9,156384000,1029006720,,,
2018-8-10,2018,8,10,154656000,934122240,,,
2018-8-11,2018,8,11,127872000,673885440,,,
2018-8-12,2018,8,12,148608000,1023909120,,,
2018-8-13,2018,8,13,139104000,723340800,,,
2018-8-14,2018,8,14,170208000,1091033280,,,
2018-8-15,2018,8,15,214272000,1842739200,,,
2018-8-16,2018,8,16,101520000,883731600,,,
2018-8-17,2018,8,17,110592000,653598720,,,
2018-8-18,2018,8,18,108000000,491400000,,,
2018-8-19,2018,8,19,126144000,1614643200,,,
2018-8-20,2018,8,20,120960000,2655072000,,,
2018-8-21,2018,8,21,107136000,2931955200,,,
2018-8-22,2018,8,22,103680000,2706048000,,,
2018-8-23,2018,8,23,103248000,2446977600,,,
2018-8-24,2018,8,24,181008000,5294484000,,,
2018-8-25,2018,8,25,231552000,7826457600,,,
2018-8-26,2018,8,26,226800000,3549420000,,,
2018-8-27,2018,8,27,229392000,3486758400,,,
2018-8-28,2018,8,28,228960000,3541248000,,,
2018-8-29,2018,8,29,229824000,3286483200,,,
2018-8-30,2018,8,30,208224000,2717323200,,,
2018-8-31,2018,8,31,173664000,1997136000,,,
2018-9-1,2018,9,1,141264000,1469145600,,,
2018-9-2,2018,9,2,120096000,1197357120,,,
2018-9-3,2018,9,3,88992000,735073920,,,
2018-9-4,2018,9,4,110592000,753131520,,,
2018-9-5,2018,9,5,99360000,521640000,,,
2018-9-6,2018,9,6,117504000,970583040,,,
2018-9-7,2018,9,7,108864000,648829440,,,
2018-9-8,2018,9,8,119232000,574698240,,,
2018-9-9,2018,9,9,116640000,587865600,,,
2018-9-10,2018,9,10,113184000,546678720,,,
2018-9-11,2018,9,11,110592000,450109440,,,
2018-9-12,2018,9,12,110592000,409190400,,,
2018-9-13,2018,9,13,110592000,364953600,,,
2018-9-14,2018,9,14,113184000,539887680,,,
2018-9-15,2018,9,15,118368000,420206400,,,
2018-9-16,2018,9,16,124416000,477757440,,,
2018-9-17,2018,9,17,192672000,1697440320,,,
2018-9-18,2018,9,18,228096000,2203407360,,,
2018-9-19,2018,9,19,241920000,1560384000,,,
2018-9-20,2018,9,20,246240000,1558699200,,,
2018-9-21,2018,9,21,247968000,1785369600,,,
2018-9-22,2018,9,22,250560000,1763942400,,,
2018-9-23,2018,9,23,239328000,1696835520,,,
2018-9-24,2018,9,24,233280000,1541980800,,,
2018-9-25,2018,9,25,253152000,1549290240,,,
2018-9-26,2018,9,26,278208000,1833390720,,,
2018-9-27,2018,9,27,273888000,1306445760,,,
2018-9-28,2018,9,28,268704000,1612224000,,,
2018-9-29,2018,9,29,271296000,1706451840,,,
2018-9-30,2018,9,30,275616000,1645427520,,,
2018-10-1,2018,10,1,289440000,1982664000,,,
2018-10-2,2018,10,2,295488000,1832025600,,,
2018-10-3,2018,10,3,296352000,1769221440,,,
2018-10-4,2018,10,4,287712000,1993844160,,,
2018-10-5,2018,10,5,255744000,1958999040,,,
2018-10-6,2018,10,6,248832000,2070282240,,,
2018-10-7,2018,10,7,232416000,1499083200,,,
2018-10-8,2018,10,8,180576000,1197218880,,,
2018-10-9,2018,10,9,163296000,880165440,,,
2018-10-10,2018,10,10,150336000,889989120,,,
2018-10-11,2018,10,11,166320000,1031184000,,,
2018-10-12,2018,10,12,168480000,879465600,,,
2018-10-13,2018,10,13,144288000,581480640,,,
2018-10-14,2018,10,14,121824000,510442560,,,
2018-10-15,2018,10,15,114912000,471139200,,,
2018-10-16,2018,10,16,102816000,319757760,,,
2018-10-17,2018,10,17,110592000,377671680,,,
2018-10-18,2018,10,18,128736000,678438720,,,
2018-10-19,2018,10,19,126144000,512144640,,,
2018-10-20,2018,10,20,129600000,425088000,,,
2018-10-21,2018,10,21,113184000,312387840,,,
2018-10-22,2018,10,22,103680000,263347200,,,
2018-10-23,2018,10,23,113184000,265982400,,,
2018-10-24,2018,10,24,126144000,402399360,,,
2018-10-25,2018,10,25,109728000,295168320,,,
2018-10-26,2018,10,26,114048000,309070080,,,
2018-10-27,2018,10,27,102816000,282744000,,,
2018-10-28,2018,10,28,98496000,250179840,,,
2018-10-29,2018,10,29,89856000,244408320,,,
2018-10-30,2018,10,30,92448000,308776320,,,
2018-10-31,2018,10,31,91584000,234455040,,,
2018-11-1,2018,11,1,90720000,230428800,,,
2018-11-2,2018,11,2,92448000,257005440,,,
2018-11-3,2018,11,3,91584000,245445120,,,
2018-11-4,2018,11,4,77155200,184400928,,,
2018-11-5,2018,11,5,72576000,156038400,,,
2018-11-6,2018,11,6,68947200,144789120,,,
2018-11-7,2018,11,7,68947200,143410176,,,
2018-11-8,2018,11,8,68947200,134447040,,,
2018-11-9,2018,11,9,64713600,112601664,,,
2018-11-10,2018,11,10,59961600,103133952,,,
2018-11-11,2018,11,11,57110400,115363008,,,
2018-11-12,2018,11,12,54950400,96712704,,,
2018-11-13,2018,11,13,53596800,93794400,,,
2018-11-14,2018,11,14,52272000,83635200,,,
2018-11-15,2018,11,15,52963200,98511552,,,
2018-11-16,2018,11,16,66355200,120102912,,,
2018-11-17,2018,11,17,56419200,80115264,,,
2018-11-18,2018,11,18,59961600,69555456,,,
2018-11-19,2018,11,19,59184000,89367840,,,
2018-11-20,2018,11,20,58492800,83644704,,,
2018-11-21,2018,11,21,50889600,75825504,,,
2018-11-22,2018,11,22,50284800,86489856,,,
2018-11-23,2018,11,23,59184000,89959680,,,
2018-11-24,2018,11,24,39744000,44115840,,,
2018-11-25,2018,11,25,37411200,36662976,,,
2018-11-26,2018,11,26,35683200,34220188.8,,,
2018-11-27,2018,11,27,32227200,30551385.6,,,
2018-11-28,2018,11,28,34473600,44126208,,,
2018-11-29,2018,11,29,38620800,52910496,,,
2018-11-30,2018,11,30,46569600,63800352,,,
2018-12-1,2018,12,1,44236800,47775744,,,
2018-12-2,2018,12,2,48384000,47900160,,,
2018-12-3,2018,12,3,42595200,37739347.2,,,
2018-12-4,2018,12,4,49680000,71539200,,,
2018-12-5,2018,12,5,50889600,58014144,,,
2018-12-6,2018,12,6,47779200,66890880,,,
2018-12-7,2018,12,7,52963200,71500320,,,
2018-12-8,2018,12,8,54950400,66489984,,,
2018-12-9,2018,12,9,52272000,52794720,,,
2018-12-10,2018,12,10,53568000,56782080,,,
2018-12-11,2018,12,11,39744000,34060608,,,
2018-12-12,2018,12,12,36288000,31425408,,,
2018-12-13,2018,12,13,34992000,32087664,,,
2018-12-14,2018,12,14,33868800,23775897.6,,,
2018-12-15,2018,12,15,40953600,32517158.4,,,
2018-12-16,2018,12,16,32745600,24395472,,,
2018-12-17,2018,12,17,32745600,19352649.6,,,
2018-12-18,2018,12,18,32227200,13986604.8,,,
2018-12-19,2018,12,19,32227200,21205497.6,,,
2018-12-20,2018,12,20,33350400,25746508.8,,,
2018-12-21,2018,12,21,32140800,25519795.2,,,
2018-12-22,2018,12,22,31622400,18499104,,,
2018-12-23,2018,12,23,29289600,17603049.6,,,
2018-12-24,2018,12,24,35251200,28165708.8,,,
2018-12-25,2018,12,25,33177600,29395353.6,,,
