,Year,Month,Day,水日通量,沙日通量
2017-06-13,2017,6,13,51667200.0,56317248.00000001
2017-06-14,2017,6,14,48729600.0,43905369.6
2017-06-15,2017,6,15,51667200.0,63033984.0
2017-06-16,2017,6,16,56678400.0,78216192.0
2017-06-17,2017,6,17,59184000.0,76939200.0
2017-06-18,2017,6,18,65404800.0,97453152.0
2017-06-19,2017,6,19,64454400.0,87657984.0
2017-06-20,2017,6,20,67305600.0,97593120.0
2017-06-21,2017,6,21,65404800.0,97453152.0
2017-06-22,2017,6,22,64454400.0,83790720.0
2017-06-23,2017,6,23,65404800.0,85680288.0
2017-06-24,2017,6,24,66355200.0,89579520.0
2017-06-25,2017,6,25,67305600.0,93554784.0
2017-06-26,2017,6,26,65404800.0,88296480.0
2017-06-27,2017,6,27,69206400.0,105193728.0
2017-06-28,2017,6,28,67305600.0,86151168.0
2017-06-29,2017,6,29,66355200.0,90243072.0
2017-06-30,2017,6,30,71107200.0,102394368.0
2017-07-01,2017,7,1,66355200.0,85598208.0
2017-07-02,2017,7,2,60048000.0,64251360.00000001
2017-07-03,2017,7,3,55814400.0,66977280.0
2017-07-04,2017,7,4,54172800.0,66632544.0
2017-07-05,2017,7,5,51667200.0,58900607.99999999
2017-07-06,2017,7,6,54172800.0,55797984.0
2017-07-07,2017,7,7,55036800.0,68245632.0
2017-07-08,2017,7,8,46656000.0,42690240.0
2017-07-09,2017,7,9,44755200.0,39295065.6
2017-07-10,2017,7,10,45360000.0,42320880.0
2017-07-11,2017,7,11,42854400.0,33083596.8
2017-07-12,2017,7,12,44928000.0,35672832.0
2017-07-13,2017,7,13,38966400.0,31835548.799999997
2017-07-14,2017,7,14,35078400.0,29921875.2
2017-07-15,2017,7,15,33004800.0,19901894.4
2017-07-16,2017,7,16,31795200.0,19172505.599999998
2017-07-17,2017,7,17,31795200.0,19681228.8
2017-07-18,2017,7,18,34387200.0,26203046.4
2017-07-19,2017,7,19,39744000.0,36326016.0
2017-07-20,2017,7,20,29980800.0,22065868.8
2017-07-21,2017,7,21,28425600.0,17254339.2
2017-07-22,2017,7,22,30585600.0,16607980.8
2017-07-23,2017,7,23,31795200.0,17232998.400000002
2017-07-24,2017,7,24,29980800.0,18558115.2
2017-07-25,2017,7,25,29462400.0,21301315.2
2017-07-26,2017,7,26,31795200.0,25436160.0
2017-07-27,2017,7,27,33696000.0,19678464.0
2017-07-28,2017,7,28,33696000.0,26249184.0
2017-07-29,2017,7,29,33696000.0,28607904.0
2017-07-30,2017,7,30,38966400.0,28445472.0
2017-07-31,2017,7,31,38966400.0,31056220.8
2017-08-01,2017,8,1,46828800.0,43316640.0
2017-08-02,2017,8,2,49766400.0,48920371.199999996
2017-08-03,2017,8,3,60307200.0,107949888.0
2017-08-04,2017,8,4,56419200.0,63753695.99999999
2017-08-05,2017,8,5,67910400.0,106619328.0
2017-08-06,2017,8,6,64368000.0,67586400.0
2017-08-07,2017,8,7,45360000.0,36877680.0
2017-08-08,2017,8,8,37411200.0,31986576.0
2017-08-09,2017,8,9,35078400.0,24204095.999999996
2017-08-10,2017,8,10,35078400.0,21538137.6
2017-08-11,2017,8,11,35078400.0,24414566.4
2017-08-12,2017,8,12,35078400.0,20310393.599999998
2017-08-13,2017,8,13,33955200.0,20169388.8
2017-08-14,2017,8,14,34473600.0,19374163.200000003
2017-08-15,2017,8,15,33955200.0,19965657.599999998
2017-08-16,2017,8,16,33436800.0,20095516.8
2017-08-17,2017,8,17,32832000.0,21931776.0
2017-08-18,2017,8,18,30758400.0,19408550.4
2017-08-19,2017,8,19,30758400.0,19654617.6
2017-08-20,2017,8,20,27475200.0,15908140.799999999
2017-08-21,2017,8,21,26092800.0,15838329.6
2017-08-22,2017,8,22,26524800.0,17267644.8
2017-08-23,2017,8,23,25228800.0,14708390.399999999
2017-08-24,2017,8,24,24796800.0,10761811.2
2017-08-25,2017,8,25,23932800.0,11751004.799999999
2017-08-26,2017,8,26,24364800.0,11987481.6
2017-08-27,2017,8,27,24796800.0,12844742.4
2017-08-28,2017,8,28,24796800.0,13067913.600000001
2017-08-29,2017,8,29,24796800.0,12274416.0
2017-08-30,2017,8,30,24796800.0,17283369.599999998
2017-08-31,2017,8,31,25228800.0,11882764.799999999
2017-09-01,2017,9,1,23932800.0,11679206.4
2017-09-02,2017,9,2,23155200.0,9609408.0
2017-09-03,2017,9,3,23932800.0,13952822.399999999
2017-09-04,2017,9,4,23932800.0,14742604.799999999
2017-09-05,2017,9,5,23155200.0,10651392.0
2017-09-06,2017,9,6,22291200.0,11792044.8
2017-09-07,2017,9,7,22723200.0,9202896.0
2017-09-08,2017,9,8,20044800.0,9080294.4
2017-09-09,2017,9,9,19353600.0,9057484.8
2017-09-10,2017,9,10,20044800.0,9541324.799999999
2017-09-11,2017,9,11,21686400.0,11602224.0
2017-09-12,2017,9,12,20736000.0,11363328.0
2017-09-13,2017,9,13,23673600.0,12381292.8
2017-09-14,2017,9,14,20304000.0,8121600.0
2017-09-15,2017,9,15,19872000.0,8564832.0
2017-09-16,2017,9,16,20304000.0,11187504.0
2017-09-17,2017,9,17,24710400.0,9983001.600000001
2017-09-18,2017,9,18,19008000.0,8154432.0
2017-09-19,2017,9,19,18576000.0,9696672.0
2017-09-20,2017,9,20,19440000.0,8573040.0
2017-09-21,2017,9,21,20304000.0,9096192.0
2017-09-22,2017,9,22,19440000.0,9700560.0
2017-09-23,2017,9,23,19440000.0,9292320.0
2017-09-24,2017,9,24,18576000.0,8340624.0
2017-09-25,2017,9,25,19008000.0,7432128.0
2017-09-26,2017,9,26,18576000.0,7969104.0
2017-09-27,2017,9,27,19440000.0,7134480.0
2017-09-28,2017,9,28,19440000.0,6298560.0
2017-09-29,2017,9,29,19872000.0,7014816.0
2017-09-30,2017,9,30,21772800.0,8186572.8
2017-10-01,2017,10,1,19440000.0,9875520.0
2017-10-02,2017,10,2,20822400.0,11514787.200000001
2017-10-03,2017,10,3,21859200.0,10251964.799999999
2017-10-04,2017,10,4,22377600.0,11792995.200000001
2017-10-05,2017,10,5,23500800.0,12643430.4
2017-10-06,2017,10,6,23500800.0,15322521.600000001
2017-10-07,2017,10,7,20390400.0,12295411.2
2017-10-08,2017,10,8,23241600.0,15688080.000000002
2017-10-09,2017,10,9,26092800.0,22231065.599999998
2017-10-10,2017,10,10,33523200.0,58665600.0
2017-10-11,2017,10,11,45360000.0,73029600.0
2017-10-12,2017,10,12,37627200.0,53054352.00000001
2017-10-13,2017,10,13,34905600.0,49216896.0
2017-10-14,2017,10,14,35683200.0,47101824.0
2017-10-15,2017,10,15,36460800.0,37190016.0
2017-10-16,2017,10,16,31276800.0,25646976.0
2017-10-17,2017,10,17,31968000.0,27364608.0
2017-10-18,2017,10,18,42163200.0,53125632.0
2017-10-19,2017,10,19,43027200.0,58086720.00000001
2017-10-20,2017,10,20,38793600.0,29871072.0
2017-10-21,2017,10,21,34905600.0,28343347.200000003
2017-10-22,2017,10,22,35683200.0,24407308.8
2017-10-23,2017,10,23,37238400.0,28859760.0
2017-10-24,2017,10,24,38016000.0,29576448.0
2017-10-25,2017,10,25,36460800.0,35257593.6
2017-10-26,2017,10,26,34214400.0,39004416.0
2017-10-27,2017,10,27,37238400.0,41707008.00000001
2017-10-28,2017,10,28,45619200.0,78465024.0
2017-10-29,2017,10,29,50976000.0,79012800.0
2017-10-30,2017,10,30,52272000.0,87294240.0
2017-10-31,2017,10,31,50457600.0,64585728.0
2017-11-01,2017,11,1,51840000.0,53913600.0
2017-11-02,2017,11,2,36720000.0,39657600.0
2017-11-03,2017,11,3,41212800.0,48631104.0
2017-11-04,2017,11,4,41990400.0,43250112.0
2017-11-05,2017,11,5,45964800.0,64350719.99999999
2017-11-06,2017,11,6,49334400.0,74001600.0
2017-11-07,2017,11,7,50284800.0,77941440.0
2017-11-08,2017,11,8,45964800.0,62052480.00000001
2017-11-09,2017,11,9,43545600.0,53996544.0
2017-11-10,2017,11,10,38966400.0,47539008.0
2017-11-11,2017,11,11,42768000.0,45547920.0
2017-11-12,2017,11,12,42768000.0,35925120.0
2017-11-13,2017,11,13,43545600.0,47900160.00000001
2017-11-14,2017,11,14,49334400.0,54267840.00000001
2017-11-15,2017,11,15,44409600.0,55512000.0
2017-11-16,2017,11,16,53740800.0,75237120.0
2017-11-17,2017,11,17,51148800.0,42095462.4
2017-11-18,2017,11,18,46828800.0,37275724.800000004
2017-11-19,2017,11,19,56332800.0,45854899.199999996
2017-11-20,2017,11,20,52617600.0,73664640.0
2017-11-21,2017,11,21,51321600.0,49012128.0
2017-11-22,2017,11,22,42163200.0,32170521.6
2017-11-23,2017,11,23,50630400.0,67338432.0
2017-11-24,2017,11,24,64800000.0,53913600.0
2017-11-25,2017,11,25,59011200.0,128054304.0
2017-11-26,2017,11,26,59702400.0,136718496.0
2017-11-27,2017,11,27,66787200.0,142256736.0
2017-11-28,2017,11,28,65923200.0,131846400.0
2017-11-29,2017,11,29,66787200.0,118881216.0
2017-11-30,2017,11,30,63331200.0,157694688.0
2017-12-01,2017,12,1,67651200.0,161009856.0
2017-12-02,2017,12,2,67651200.0,156274272.0
2017-12-03,2017,12,3,64022400.0,140209056.0
2017-12-04,2017,12,4,68428800.0,138226176.0
2017-12-05,2017,12,5,71366400.0,184838976.0
2017-12-06,2017,12,6,77155200.0,269271648.0
2017-12-07,2017,12,7,78710400.0,225898848.0
2017-12-08,2017,12,8,78710400.0,256595903.99999997
2017-12-09,2017,12,9,80265600.0,310627872.0
2017-12-10,2017,12,10,74131200.0,103042368.0
2017-12-11,2017,12,11,38188800.0,37768723.2
2017-12-12,2017,12,12,43372800.0,53782272.0
2017-12-13,2017,12,13,53222400.0,51466060.8
2017-12-14,2017,12,14,36547200.0,33513782.400000002
2017-12-15,2017,12,15,49334400.0,51307776.0
2017-12-16,2017,12,16,45792000.0,49455360.0
2017-12-17,2017,12,17,52012800.0,52532928.0
2017-12-18,2017,12,18,49334400.0,31870022.400000002
2017-12-19,2017,12,19,44928000.0,39401856.0
2017-12-20,2017,12,20,49248000.0,51710400.0
2017-12-21,2017,12,21,40867200.0,35758800.0
2017-12-22,2017,12,22,38707200.0,31004467.200000003
2017-12-23,2017,12,23,32313600.0,25721625.6
2017-12-24,2017,12,24,38016000.0,25736832.0
2017-12-25,2017,12,25,36115200.0,27339206.4
2017-12-26,2017,12,26,31190400.0,22768992.0
2017-12-27,2017,12,27,28598400.0,18159984.0
2017-12-28,2017,12,28,28598400.0,19361116.8
2017-12-29,2017,12,29,28080000.0,17493840.0
2017-12-30,2017,12,30,28944000.0,19421424.0
2017-12-31,2017,12,31,30024000.0,22037616.0
2018-01-01,2018,1,1,29678400.0,18801266.4
2018-01-02,2018,1,2,30153600.0,19328457.6
2018-01-03,2018,1,3,28252800.0,18194803.2
2018-01-04,2018,1,4,29548800.0,23284454.400000002
2018-01-05,2018,1,5,31017600.0,21154003.200000003
2018-01-06,2018,1,6,31622400.0,22325414.4
2018-01-07,2018,1,7,32745600.0,38967264.0
2018-01-08,2018,1,8,31536000.0,30716064.0
2018-01-09,2018,1,9,32745600.0,22365244.8
2018-01-10,2018,1,10,30758400.0,32296320.0
2018-01-11,2018,1,11,29980800.0,21136464.0
2018-01-12,2018,1,12,30412800.0,31021056.0
2018-01-13,2018,1,13,31968000.0,26725248.0
2018-01-14,2018,1,14,32745600.0,28030233.599999998
2018-01-15,2018,1,15,34819200.0,33635347.199999996
2018-01-16,2018,1,16,36547200.0,31247856.0
2018-01-17,2018,1,17,38707200.0,30772224.0
2018-01-18,2018,1,18,37411200.0,36363686.4
2018-01-19,2018,1,19,41040000.0,38085120.0
2018-01-20,2018,1,20,37843200.0,41249088.0
2018-01-21,2018,1,21,38275200.0,24496128.0
2018-01-22,2018,1,22,39139200.0,36712569.6
2018-01-23,2018,1,23,35683200.0,27297648.0
2018-01-24,2018,1,24,41904000.0,50703840.0
2018-01-25,2018,1,25,39657600.0,35612524.800000004
2018-01-26,2018,1,26,39657600.0,37079856.0
2018-01-27,2018,1,27,40608000.0,36141120.0
2018-01-28,2018,1,28,40089600.0,38686464.0
2018-01-29,2018,1,29,40608000.0,31146336.0
2018-01-30,2018,1,30,42508800.0,48034943.99999999
2018-01-31,2018,1,31,41990400.0,48288959.99999999
2018-02-01,2018,2,1,43459200.0,61712064.0
2018-02-02,2018,2,2,38707200.0,52641792.00000001
2018-02-03,2018,2,3,42940800.0,61834752.0
2018-02-04,2018,2,4,48297600.0,78725088.0
2018-02-05,2018,2,5,47260800.0,68528160.0
2018-02-06,2018,2,6,51235200.0,84025728.0
2018-02-07,2018,2,7,51667200.0,69750720.0
2018-02-08,2018,2,8,51235200.0,88124544.0
2018-02-09,2018,2,9,49766400.0,82612224.0
2018-02-10,2018,2,10,39139200.0,55969056.0
2018-02-11,2018,2,11,45014400.0,85527360.0
2018-02-12,2018,2,12,45014400.0,99931968.00000001
2018-02-13,2018,2,13,43113600.0,56909952.0
2018-02-14,2018,2,14,40694400.0,66331871.99999999
2018-02-15,2018,2,15,43113600.0,71137440.0
2018-02-16,2018,2,16,38880000.0,60652800.0
2018-02-17,2018,2,17,37411200.0,49008672.0
2018-02-18,2018,2,18,47174400.0,80196480.0
2018-02-19,2018,2,19,40521600.0,61998048.0
2018-02-20,2018,2,20,38275200.0,49757760.0
2018-02-21,2018,2,21,41472000.0,70087680.0
2018-02-22,2018,2,22,41472000.0,61378560.0
2018-02-23,2018,2,23,36979200.0,49552128.0
2018-02-24,2018,2,24,34905600.0,44679168.0
2018-02-25,2018,2,25,47606400.0,104258016.0
2018-02-26,2018,2,26,48816000.0,101049119.99999999
2018-02-27,2018,2,27,42854400.0,80994816.0
2018-02-28,2018,2,28,49161600.0,86032800.0
2018-03-01,2018,3,1,43804800.0,56508192.0
2018-03-02,2018,3,2,46137600.0,55826496.0
2018-03-03,2018,3,3,42768000.0,59447519.99999999
2018-03-04,2018,3,4,44928000.0,95247360.0
2018-03-05,2018,3,5,48643200.0,93394944.0
2018-03-06,2018,3,6,50976000.0,119283840.0
2018-03-07,2018,3,7,48643200.0,121121568.00000001
2018-03-08,2018,3,8,45705600.0,100095264.0
2018-03-09,2018,3,9,44928000.0,80421120.0
2018-03-10,2018,3,10,45705600.0,85012416.0
2018-03-11,2018,3,11,51494400.0,121526784.0
2018-03-12,2018,3,12,52012800.0,160459488.0
2018-03-13,2018,3,13,52531200.0,129752064.00000001
2018-03-14,2018,3,14,51494400.0,110198016.0
2018-03-15,2018,3,15,50976000.0,113676480.0
2018-03-16,2018,3,16,54086400.0,142788096.0
2018-03-17,2018,3,17,55123200.0,127334592.0
2018-03-18,2018,3,18,57283200.0,120867552.0
2018-03-19,2018,3,19,59529600.0,151800480.0
2018-03-20,2018,3,20,60739200.0,181002816.0
2018-03-21,2018,3,21,65404800.0,247230144.0
2018-03-22,2018,3,22,72057600.0,286789248.0
2018-03-23,2018,3,23,75168000.0,277369920.0
2018-03-24,2018,3,24,78364800.0,332266752.0
2018-03-25,2018,3,25,82684800.0,348929856.0
2018-03-26,2018,3,26,83548800.0,338372640.0
2018-03-27,2018,3,27,85276800.0,296763264.0
2018-03-28,2018,3,28,83548800.0,264014208.0
2018-03-29,2018,3,29,81820800.0,252008064.0
2018-03-30,2018,3,30,81820800.0,242189568.0
2018-03-31,2018,3,31,82684800.0,209192543.99999997
2018-04-01,2018,4,1,83548800.0,264849696.0
2018-04-02,2018,4,2,84412800.0,357910272.0
2018-04-03,2018,4,3,84412800.0,307262592.0
2018-04-04,2018,4,4,89856000.0,271365120.0
2018-04-05,2018,4,5,98496000.0,417623040.0
2018-04-06,2018,4,6,105408000.0,407928960.0
2018-04-07,2018,4,7,104544000.0,442221120.00000006
2018-04-08,2018,4,8,109728000.0,460857600.0
2018-04-09,2018,4,9,108864000.0,388644480.0
2018-04-10,2018,4,10,104544000.0,477766080.0
2018-04-11,2018,4,11,104544000.0,358585920.0
2018-04-12,2018,4,12,102816000.0,353687040.0
2018-04-13,2018,4,13,100224000.0,270604800.0
2018-04-14,2018,4,14,99360000.0,353721600.0
2018-04-15,2018,4,15,100224000.0,288645120.0
2018-04-16,2018,4,16,97632000.0,330972480.0
2018-04-17,2018,4,17,94176000.0,253333440.0
2018-04-18,2018,4,18,93312000.0,241678080.0
2018-04-19,2018,4,19,90720000.0,220449600.0
2018-04-20,2018,4,20,88992000.0,215360640.0
2018-04-21,2018,4,21,80179200.0,161160191.99999997
2018-04-22,2018,4,22,78278400.0,152642880.0
2018-04-23,2018,4,23,85881600.0,177774912.0
2018-04-24,2018,4,24,93312000.0,252875520.0
2018-04-25,2018,4,25,102816000.0,336208320.0
2018-04-26,2018,4,26,101952000.0,324207360.0
2018-04-27,2018,4,27,102816000.0,229279680.0
2018-04-28,2018,4,28,97632000.0,233340480.0
2018-04-29,2018,4,29,91584000.0,191410560.0
2018-04-30,2018,4,30,88992000.0,156625920.0
2018-05-01,2018,5,1,93312000.0,181025280.0
2018-05-02,2018,5,2,96768000.0,194503679.99999997
2018-05-03,2018,5,3,97632000.0,213814080.0
2018-05-04,2018,5,4,101088000.0,223404480.0
2018-05-05,2018,5,5,101088000.0,223404480.0
2018-05-06,2018,5,6,98064000.0,181908720.0
2018-05-07,2018,5,7,96768000.0,259338240.00000003
2018-05-08,2018,5,8,97632000.0,238222080.0
2018-05-09,2018,5,9,101088000.0,240589440.0
2018-05-10,2018,5,10,99360000.0,217598400.0
2018-05-11,2018,5,11,99360000.0,229521600.0
2018-05-12,2018,5,12,101088000.0,248676480.0
2018-05-13,2018,5,13,103680000.0,278899200.0
2018-05-14,2018,5,14,103680000.0,291340800.0
2018-05-15,2018,5,15,104544000.0,291677760.0
2018-05-16,2018,5,16,109728000.0,351129600.0
2018-05-17,2018,5,17,114912000.0,290727360.0
2018-05-18,2018,5,18,114912000.0,302218560.0
2018-05-19,2018,5,19,117504000.0,354862080.0
2018-05-20,2018,5,20,125280000.0,276868800.0
2018-05-21,2018,5,21,128736000.0,346299840.0
2018-05-22,2018,5,22,127872000.0,398960640.0
2018-05-23,2018,5,23,115776000.0,412162560.0
2018-05-24,2018,5,24,127008000.0,434367360.0
2018-05-25,2018,5,25,135648000.0,363536640.0
2018-05-26,2018,5,26,139104000.0,399228480.0
2018-05-27,2018,5,27,140832000.0,460520640.0
2018-05-28,2018,5,28,141696000.0,444925440.0
2018-05-29,2018,5,29,146880000.0,472953600.0
2018-05-30,2018,5,30,146880000.0,478828799.99999994
2018-05-31,2018,5,31,151200000.0,412776000.0
2018-06-01,2018,6,1,152064000.0,471398400.0
2018-06-02,2018,6,2,143424000.0,400152960.0
2018-06-03,2018,6,3,142560000.0,370656000.0
2018-06-04,2018,6,4,140832000.0,453479040.0
2018-06-05,2018,6,5,145152000.0,367234560.0
2018-06-06,2018,6,6,142560000.0,372081600.0
2018-06-07,2018,6,7,133920000.0,364262400.0
2018-06-08,2018,6,8,129600000.0,361584000.0
2018-06-09,2018,6,9,138240000.0,489369600.0
2018-06-10,2018,6,10,140832000.0,392921280.0
2018-06-11,2018,6,11,138240000.0,414720000.0
2018-06-12,2018,6,12,142560000.0,406296000.0
2018-06-13,2018,6,13,136512000.0,359026560.0
2018-06-14,2018,6,14,134784000.0,324829440.0
2018-06-15,2018,6,15,133920000.0,344174400.0
2018-06-16,2018,6,16,134784000.0,338307840.0
2018-06-17,2018,6,17,130464000.0,297457920.0
2018-06-18,2018,6,18,128736000.0,315403200.0
2018-06-19,2018,6,19,129600000.0,329184000.0
2018-06-20,2018,6,20,132192000.0,331140960.0
2018-06-21,2018,6,21,134784000.0,330220800.0
2018-06-22,2018,6,22,130464000.0,332683200.0
2018-06-23,2018,6,23,130464000.0,390087360.0
2018-06-24,2018,6,24,134784000.0,345047040.0
2018-06-25,2018,6,25,129600000.0,283824000.0
2018-06-26,2018,6,26,133920000.0,342835200.0
2018-06-27,2018,6,27,127872000.0,271088640.0
2018-06-28,2018,6,28,127008000.0,289578240.0
2018-06-29,2018,6,29,129600000.0,331776000.0
2018-06-30,2018,6,30,131328000.0,286295040.0
2018-07-01,2018,7,1,112320000.0,208915200.0
2018-07-02,2018,7,2,99360000.0,172886400.0
2018-07-03,2018,7,3,96768000.0,174182400.0
2018-07-04,2018,7,4,110592000.0,222289919.99999997
2018-07-05,2018,7,5,130464000.0,405090720.0
2018-07-06,2018,7,6,248832000.0,1052144640.0
2018-07-07,2018,7,7,251640000.0,905904000.0
2018-07-08,2018,7,8,245088000.0,1148645760.0
2018-07-09,2018,7,9,322560000.0,4542720000.0
2018-07-10,2018,7,10,298656000.0,5694374400.0
2018-07-11,2018,7,11,241632000.0,5783059200.0
2018-07-12,2018,7,12,218592000.0,6062284799.999999
2018-07-13,2018,7,13,200016000.0,5360428800.0
2018-07-14,2018,7,14,187488000.0,3974745600.0000005
2018-07-15,2018,7,15,261792000.0,5078764800.0
2018-07-16,2018,7,16,251424000.0,5305046400.0
2018-07-17,2018,7,17,252864000.0,8791238400.0
2018-07-18,2018,7,18,288576000.0,12913776000.0
2018-07-19,2018,7,19,304992000.0,13795804799.999998
2018-07-20,2018,7,20,302832000.0,10599120000.0
2018-07-21,2018,7,21,315792000.0,7294795200.0
2018-07-22,2018,7,22,309744000.0,7217035199.999999
2018-07-23,2018,7,23,290304000.0,6372172800.0
2018-07-24,2018,7,24,240192000.0,5980780800.0
2018-07-25,2018,7,25,199152000.0,4361428800.0
2018-07-26,2018,7,26,192672000.0,3872707200.0000005
2018-07-27,2018,7,27,165024000.0,2978683200.0
2018-07-28,2018,7,28,134784000.0,1994803200.0
2018-07-29,2018,7,29,111456000.0,1129606560.0
2018-07-30,2018,7,30,98496000.0,805204800.0000001
2018-07-31,2018,7,31,93312000.0,857537280.0
2018-08-01,2018,8,1,84931200.0,597915648.0
2018-08-02,2018,8,2,78019200.0,504784224.0
2018-08-03,2018,8,3,78796800.0,316763135.99999994
2018-08-04,2018,8,4,84844800.0,262170432.0
2018-08-05,2018,8,5,110160000.0,504532800.0
2018-08-06,2018,8,6,114912000.0,661893120.0
2018-08-07,2018,8,7,143424000.0,988191360.0
2018-08-08,2018,8,8,156384000.0,1263582720.0
2018-08-09,2018,8,9,156384000.0,1029006720.0
2018-08-10,2018,8,10,154656000.0,934122240.0
2018-08-11,2018,8,11,127872000.0,673885440.0
2018-08-12,2018,8,12,148608000.0,1023909120.0
2018-08-13,2018,8,13,139104000.0,723340800.0
2018-08-14,2018,8,14,170208000.0,1091033280.0
2018-08-15,2018,8,15,214272000.0,1842739200.0
2018-08-16,2018,8,16,101520000.0,883731599.9999999
2018-08-17,2018,8,17,110592000.0,653598720.0
2018-08-18,2018,8,18,108000000.0,491400000.0
2018-08-19,2018,8,19,126144000.0,1614643200.0
2018-08-20,2018,8,20,120960000.0,2655072000.0000005
2018-08-21,2018,8,21,107136000.0,2931955199.9999995
2018-08-22,2018,8,22,103680000.0,2706048000.0
2018-08-23,2018,8,23,103248000.0,2446977600.0000005
2018-08-24,2018,8,24,181008000.0,5294484000.0
2018-08-25,2018,8,25,231552000.0,7826457600.000001
2018-08-26,2018,8,26,226800000.0,3549420000.0
2018-08-27,2018,8,27,229392000.0,3486758400.0
2018-08-28,2018,8,28,228960000.0,3541248000.0000005
2018-08-29,2018,8,29,229824000.0,3286483200.0
2018-08-30,2018,8,30,208224000.0,2717323200.0
2018-08-31,2018,8,31,173664000.0,1997136000.0
2018-09-01,2018,9,1,141264000.0,1469145599.9999998
2018-09-02,2018,9,2,120096000.0,1197357120.0
2018-09-03,2018,9,3,88992000.0,735073920.0
2018-09-04,2018,9,4,110592000.0,753131520.0
2018-09-05,2018,9,5,99360000.0,521640000.0
2018-09-06,2018,9,6,117504000.0,970583040.0
2018-09-07,2018,9,7,108864000.0,648829440.0
2018-09-08,2018,9,8,119232000.0,574698240.0
2018-09-09,2018,9,9,116640000.0,587865600.0
2018-09-10,2018,9,10,113184000.0,546678720.0
2018-09-11,2018,9,11,110592000.0,450109440.00000006
2018-09-12,2018,9,12,110592000.0,409190400.0
2018-09-13,2018,9,13,110592000.0,364953600.0
2018-09-14,2018,9,14,113184000.0,539887680.0
2018-09-15,2018,9,15,118368000.0,420206400.0
2018-09-16,2018,9,16,124416000.0,477757440.0
2018-09-17,2018,9,17,192672000.0,1697440320.0
2018-09-18,2018,9,18,228096000.0,2203407360.0
2018-09-19,2018,9,19,241920000.0,1560384000.0
2018-09-20,2018,9,20,246240000.0,1558699200.0
2018-09-21,2018,9,21,247968000.0,1785369600.0
2018-09-22,2018,9,22,250560000.0,1763942400.0
2018-09-23,2018,9,23,239328000.0,1696835520.0
2018-09-24,2018,9,24,233280000.0,1541980800.0
2018-09-25,2018,9,25,253152000.0,1549290240.0
2018-09-26,2018,9,26,278208000.0,1833390720.0
2018-09-27,2018,9,27,273888000.0,1306445760.0
2018-09-28,2018,9,28,268704000.0,1612224000.0
2018-09-29,2018,9,29,271296000.0,1706451840.0
2018-09-30,2018,9,30,275616000.0,1645427520.0
2018-10-01,2018,10,1,289440000.0,1982664000.0
2018-10-02,2018,10,2,295488000.0,1832025600.0
2018-10-03,2018,10,3,296352000.0,1769221440.0
2018-10-04,2018,10,4,287712000.0,1993844160.0
2018-10-05,2018,10,5,255744000.0,1958999040.0
2018-10-06,2018,10,6,248832000.0,2070282240.0
2018-10-07,2018,10,7,232416000.0,1499083200.0
2018-10-08,2018,10,8,180576000.0,1197218880.0
2018-10-09,2018,10,9,163296000.0,880165440.0
2018-10-10,2018,10,10,150336000.0,889989120.0
2018-10-11,2018,10,11,166320000.0,1031184000.0
2018-10-12,2018,10,12,168480000.0,879465600.0
2018-10-13,2018,10,13,144288000.0,581480640.0
2018-10-14,2018,10,14,121824000.0,510442560.00000006
2018-10-15,2018,10,15,114912000.0,471139199.99999994
2018-10-16,2018,10,16,102816000.0,319757760.0
2018-10-17,2018,10,17,110592000.0,377671680.0
2018-10-18,2018,10,18,128736000.0,678438720.0
2018-10-19,2018,10,19,126144000.0,512144639.99999994
2018-10-20,2018,10,20,129600000.0,425088000.0
2018-10-21,2018,10,21,113184000.0,312387840.0
2018-10-22,2018,10,22,103680000.0,263347200.0
2018-10-23,2018,10,23,113184000.0,265982400.0
2018-10-24,2018,10,24,126144000.0,402399360.0
2018-10-25,2018,10,25,109728000.0,295168320.0
2018-10-26,2018,10,26,114048000.0,309070080.0
2018-10-27,2018,10,27,102816000.0,282744000.0
2018-10-28,2018,10,28,98496000.0,250179840.0
2018-10-29,2018,10,29,89856000.0,244408320.00000003
2018-10-30,2018,10,30,92448000.0,308776320.0
2018-10-31,2018,10,31,91584000.0,234455040.0
2018-11-01,2018,11,1,90720000.0,230428800.0
2018-11-02,2018,11,2,92448000.0,257005439.99999997
2018-11-03,2018,11,3,91584000.0,245445120.0
2018-11-04,2018,11,4,77155200.0,184400928.0
2018-11-05,2018,11,5,72576000.0,156038400.0
2018-11-06,2018,11,6,68947200.0,144789120.0
2018-11-07,2018,11,7,68947200.0,143410176.0
2018-11-08,2018,11,8,68947200.0,134447040.0
2018-11-09,2018,11,9,64713600.0,112601664.0
2018-11-10,2018,11,10,59961600.0,103133952.0
2018-11-11,2018,11,11,57110400.0,115363008.0
2018-11-12,2018,11,12,54950400.0,96712704.0
2018-11-13,2018,11,13,53596800.0,93794400.0
2018-11-14,2018,11,14,52272000.0,83635200.0
2018-11-15,2018,11,15,52963200.0,98511552.0
2018-11-16,2018,11,16,66355200.0,120102912.0
2018-11-17,2018,11,17,56419200.0,80115264.0
2018-11-18,2018,11,18,59961600.0,69555456.0
2018-11-19,2018,11,19,59184000.0,89367840.0
2018-11-20,2018,11,20,58492800.0,83644704.0
2018-11-21,2018,11,21,50889600.0,75825504.0
2018-11-22,2018,11,22,50284800.0,86489856.0
